activity_id,compound_id,endpoint_type,endpoint_value,endpoint_relation,unit,converted_value_uM,p_activity,label_active_inactive,organism,strain,strain_genotype,resistance_marker,assay_method,medium,temperature_c,duration_h,inoculum,serum_or_protein,solvent,replicates,purity_percent,endpoint_definition,assay_confidence_score,reference_id,source_table_or_figure,source_quote,curation_status,comments
ACT-2010-DESOUZA-050,PAPU-0115,MIC50,200,>,ug/mL,327.681,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 15a CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-051,PAPU-0115,MIC50,200,>,ug/mL,327.681,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 15a CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-052,PAPU-0115,MIC50,200,>,ug/mL,327.681,,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 15a CIM50 >200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-053,PAPU-0116,MIC50,200,>,ug/mL,327.681,,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16a CIM50 >200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-054,PAPU-0116,MIC50,200,>,ug/mL,327.681,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16a CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-055,PAPU-0116,MIC50,200,>,ug/mL,327.681,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16a CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-056,PAPU-0116,MIC50,200,>,ug/mL,327.681,,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16a CIM50 >200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-057,PAPU-0117,MIC50,200,>,ug/mL,235.688,,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17a CIM50 >200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-058,PAPU-0117,MIC50,200,>,ug/mL,235.688,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17a CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-059,PAPU-0117,MIC50,200,>,ug/mL,235.688,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17a CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-060,PAPU-0117,MIC50,200,=,ug/mL,235.688,3.628,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17a CIM50 =200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-061,PAPU-0121,MIC50,200,>,ug/mL,382.908,,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 15b CIM50 >200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-062,PAPU-0121,MIC50,200,>,ug/mL,382.908,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 15b CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-063,PAPU-0121,MIC50,200,>,ug/mL,382.908,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 15b CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-064,PAPU-0121,MIC50,200,>,ug/mL,382.908,,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 15b CIM50 >200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-065,PAPU-0122,MIC50,200,>,ug/mL,382.908,,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16b CIM50 >200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-066,PAPU-0122,MIC50,200,>,ug/mL,382.908,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16b CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-067,PAPU-0122,MIC50,200,>,ug/mL,382.908,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16b CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-068,PAPU-0122,MIC50,200,>,ug/mL,382.908,,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 16b CIM50 >200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-069,PAPU-0123,MIC50,200,=,ug/mL,262.968,3.580,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17b CIM50 =200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. Table 69 places the 200 ug/mL value under Candida albicans, while the conclusion text appears to say 17b was active against Candida tropicalis. User manual review on 2026-06-08 confirmed the table and conclusion cannot be reconciled, so Table 69 is treated as authoritative for the curated quantitative row."
ACT-2010-DESOUZA-070,PAPU-0123,MIC50,200,>,ug/mL,262.968,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17b CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. Table 69 places the 200 ug/mL value under Candida albicans, while the conclusion text appears to say 17b was active against Candida tropicalis; Table 69 was used for the curated quantitative row."
ACT-2010-DESOUZA-071,PAPU-0123,MIC50,200,>,ug/mL,262.968,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17b CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. Table 69 places the 200 ug/mL value under Candida albicans, while the conclusion text appears to say 17b was active against Candida tropicalis; Table 69 was used for the curated quantitative row."
ACT-2010-DESOUZA-072,PAPU-0123,MIC50,200,>,ug/mL,262.968,,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 17b CIM50 >200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. Table 69 places the 200 ug/mL value under Candida albicans, while the conclusion text appears to say 17b was active against Candida tropicalis; Table 69 was used for the curated quantitative row."
ACT-2010-DESOUZA-073,PAPU-0125,MIC50,200,>,ug/mL,322.995,,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 18b CIM50 >200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. The conclusion text agrees that 18b showed CIM50 200 ug/mL against Candida tropicalis."
ACT-2010-DESOUZA-074,PAPU-0125,MIC50,200,>,ug/mL,322.995,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 18b CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. The conclusion text agrees that 18b showed CIM50 200 ug/mL against Candida tropicalis."
ACT-2010-DESOUZA-075,PAPU-0125,MIC50,200,>,ug/mL,322.995,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 18b CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. The conclusion text agrees that 18b showed CIM50 200 ug/mL against Candida tropicalis."
ACT-2010-DESOUZA-076,PAPU-0125,MIC50,200,=,ug/mL,322.995,3.491,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 18b CIM50 =200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database. The conclusion text agrees that 18b showed CIM50 200 ug/mL against Candida tropicalis."
ACT-2010-DESOUZA-077,PAPU-0136,MIC50,200,>,ug/mL,216.377,,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 19b CIM50 >200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-078,PAPU-0136,MIC50,200,>,ug/mL,216.377,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 19b CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-079,PAPU-0136,MIC50,200,>,ug/mL,216.377,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 19b CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-080,PAPU-0136,MIC50,200,>,ug/mL,216.377,,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 19b CIM50 >200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-081,PAPU-0137,MIC50,200,>,ug/mL,223.639,,,Candida albicans,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 20b CIM50 >200 ug/mL against Candida albicans.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-082,PAPU-0137,MIC50,200,>,ug/mL,223.639,,,Candida krusei,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 20b CIM50 >200 ug/mL against Candida krusei.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-083,PAPU-0137,MIC50,200,>,ug/mL,223.639,,,Candida parapsilosis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 20b CIM50 >200 ug/mL against Candida parapsilosis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2010-DESOUZA-084,PAPU-0137,MIC50,200,>,ug/mL,223.639,,,Candida tropicalis,,,,whole-cell Candida growth inhibition assay; method details not visible in provided thesis excerpt,not reported in provided thesis excerpt,,,,,,,,minimum inhibitory concentration in ug/mL for 50% inhibition of Candida strain growth (CIM50/MIC50) as stated in Table 69,medium,PAPER-2010-DESOUZA,Table 69,Table 69 reports substance 20b CIM50 >200 ug/mL against Candida tropicalis.,curated,"Curated from user-provided thesis screenshot DOCX; strain, medium, duration, inoculum, solvent and replicates were not visible in the excerpt. Non-Papulacandin side-chain intermediates 9 and 11 were excluded from the database."
ACT-2013-BRETAS-001,PAPU-0106,MIC,500,>,ug/mL,1037.038,,,Candida albicans,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 5 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-002,PAPU-0106,MIC,500,>,ug/mL,1037.038,,,Candida tropicalis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 5 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-003,PAPU-0106,MIC,500,>,ug/mL,1037.038,,,Candida krusei,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 5 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-004,PAPU-0106,MIC,500,>,ug/mL,1037.038,,,Candida parapsilosis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 5 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-005,PAPU-0106,MIC,500,>,ug/mL,1037.038,,,Paracoccidioides brasiliensis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 5 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-006,PAPU-0108,MIC,500,>,ug/mL,1591.849,,,Candida albicans,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 6 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
ACT-2013-BRETAS-007,PAPU-0108,MIC,500,>,ug/mL,1591.849,,,Candida tropicalis,,,,serial dilution whole-cell antifungal assay; details visible only in user-provided thesis screenshots,not reported in provided thesis screenshots,,,,,,,,no compound was active up to the tested concentration of 500 ug/mL; curated as MIC >500 ug/mL,medium,PAPER-2013-BRETAS,Section 5.2 Testes de atividade biologica,Thesis Section 5.2 states that substance 6 was not active up to 500 ug/mL against the tested microorganisms.,curated,"Curated from user-provided thesis screenshot folder. Strain identifiers, medium, temperature, duration, inoculum, solvent and replicate count were not visible in the excerpt. This is whole-cell antifungal activity, not direct beta-glucan synthase inhibition."
