activity_id,compound_id,endpoint_type,endpoint_value,endpoint_relation,unit,converted_value_uM,p_activity,label_active_inactive,organism,strain,strain_genotype,resistance_marker,assay_method,medium,temperature_c,duration_h,inoculum,serum_or_protein,solvent,replicates,purity_percent,endpoint_definition,assay_confidence_score,reference_id,source_table_or_figure,source_quote,curation_status,comments
ACT-1995-JACKSON-026,PAPU-0066,MIC,6.25,=,ug/mL,,,,Candida tropicalis,NRRL Y-112,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC 6.25 ug/mL against Candida tropicalis NRRL Y-112.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-027,PAPU-0067,MIC,50,=,ug/mL,,,,Candida tropicalis,NRRL Y-112,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin B MIC 50 ug/mL against Candida tropicalis NRRL Y-112.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-028,PAPU-0002,MIC,6.25,=,ug/mL,6.944,5.158,,Candida tropicalis,NRRL Y-112,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC 6.25 ug/mL against Candida tropicalis NRRL Y-112.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-029,PAPU-0066,MIC,100,>,ug/mL,,,,Candida tropicalis,NRRL Y-112,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC >100 ug/mL against Candida tropicalis NRRL Y-112 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-030,PAPU-0002,MIC,100,>,ug/mL,111.111,,,Candida tropicalis,NRRL Y-112,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC >100 ug/mL against Candida tropicalis NRRL Y-112 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-031,PAPU-0066,MIC,6.25,=,ug/mL,,,,Candida kefyr,ATCC 28838,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC 6.25 ug/mL against Candida kefyr ATCC 28838.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-032,PAPU-0067,MIC,100,=,ug/mL,,,,Candida kefyr,ATCC 28838,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin B MIC 100 ug/mL against Candida kefyr ATCC 28838.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-033,PAPU-0002,MIC,3.12,=,ug/mL,3.467,5.46,,Candida kefyr,ATCC 28838,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC 3.12 ug/mL against Candida kefyr ATCC 28838.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-034,PAPU-0066,MIC,100,>,ug/mL,,,,Candida kefyr,ATCC 28838,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC >100 ug/mL against Candida kefyr ATCC 28838 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-035,PAPU-0002,MIC,100,>,ug/mL,111.111,,,Candida kefyr,ATCC 28838,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC >100 ug/mL against Candida kefyr ATCC 28838 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-036,PAPU-0066,MIC,3.12,=,ug/mL,,,,Torulopsis glabrata,ATCC 15545,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC 3.12 ug/mL against Torulopsis glabrata ATCC 15545.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-037,PAPU-0067,MIC,100,=,ug/mL,,,,Torulopsis glabrata,ATCC 15545,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin B MIC 100 ug/mL against Torulopsis glabrata ATCC 15545.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-038,PAPU-0002,MIC,6.25,=,ug/mL,6.944,5.158,,Torulopsis glabrata,ATCC 15545,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC 6.25 ug/mL against Torulopsis glabrata ATCC 15545.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-039,PAPU-0066,MIC,100,>,ug/mL,,,,Torulopsis glabrata,ATCC 15545,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC >100 ug/mL against Torulopsis glabrata ATCC 15545 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-040,PAPU-0002,MIC,100,>,ug/mL,111.111,,,Torulopsis glabrata,ATCC 15545,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC >100 ug/mL against Torulopsis glabrata ATCC 15545 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-041,PAPU-0066,MIC,100,>,ug/mL,,,,Cryptococcus albidus,ATCC 34140,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC >100 ug/mL against Cryptococcus albidus ATCC 34140.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-042,PAPU-0067,MIC,100,>,ug/mL,,,,Cryptococcus albidus,ATCC 34140,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin B MIC >100 ug/mL against Cryptococcus albidus ATCC 34140.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-043,PAPU-0002,MIC,6.25,=,ug/mL,6.944,5.158,,Cryptococcus albidus,ATCC 34140,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC 6.25 ug/mL against Cryptococcus albidus ATCC 34140.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-044,PAPU-0066,MIC,100,>,ug/mL,,,,Cryptococcus albidus,ATCC 34140,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC >100 ug/mL against Cryptococcus albidus ATCC 34140 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-045,PAPU-0002,MIC,100,>,ug/mL,111.111,,,Cryptococcus albidus,ATCC 34140,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC >100 ug/mL against Cryptococcus albidus ATCC 34140 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-046,PAPU-0066,MIC,3.12,=,ug/mL,,,,Saccharomyces cerevisiae,GS1-36,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC 3.12 ug/mL against Saccharomyces cerevisiae GS1-36.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-047,PAPU-0067,MIC,50,=,ug/mL,,,,Saccharomyces cerevisiae,GS1-36,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin B MIC 50 ug/mL against Saccharomyces cerevisiae GS1-36.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-048,PAPU-0002,MIC,6.25,=,ug/mL,6.944,5.158,,Saccharomyces cerevisiae,GS1-36,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC 6.25 ug/mL against Saccharomyces cerevisiae GS1-36.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-049,PAPU-0066,MIC,100,>,ug/mL,,,,Saccharomyces cerevisiae,GS1-36,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC >100 ug/mL against Saccharomyces cerevisiae GS1-36 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-050,PAPU-0002,MIC,100,>,ug/mL,111.111,,,Saccharomyces cerevisiae,GS1-36,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC >100 ug/mL against Saccharomyces cerevisiae GS1-36 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-051,PAPU-0066,MIC,6.25,=,ug/mL,,,,Aspergillus niger,ATCC 16404,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC 6.25 ug/mL against Aspergillus niger ATCC 16404.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-052,PAPU-0067,MIC,100,>,ug/mL,,,,Aspergillus niger,ATCC 16404,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin B MIC >100 ug/mL against Aspergillus niger ATCC 16404.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-053,PAPU-0002,MIC,12.5,=,ug/mL,13.889,4.857,,Aspergillus niger,ATCC 16404,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,none,,,,lowest concentration completely inhibiting visible growth,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC 12.5 ug/mL against Aspergillus niger ATCC 16404.,curated,Amphotericin B comparator column was not curated under the Papulacandin-only v0.1 boundary.
ACT-1995-JACKSON-054,PAPU-0066,MIC,100,>,ug/mL,,,,Aspergillus niger,ATCC 16404,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Fusacandin A MIC >100 ug/mL against Aspergillus niger ATCC 16404 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-055,PAPU-0002,MIC,100,>,ug/mL,111.111,,,Aspergillus niger,ATCC 16404,,,broth microdilution,Yeast Nitrogen Base with 1% glucose,35,24,5e4 cfu/mL,50% mouse serum,,,,lowest concentration completely inhibiting visible growth in 50% mouse serum,high,PAPER-1995-JACKSON,Table 1,Table 1 reports Papulacandin B MIC >100 ug/mL against Aspergillus niger ATCC 16404 with 50% mouse serum.,curated,Serum-shift row; Fusacandin B and amphotericin B serum columns were not reported/curated.
ACT-1995-JACKSON-056,PAPU-0066,MIC,0.97,=,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: without sorbitol,,48,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin A MIC 0.97 ug/mL without sorbitol at 2 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-057,PAPU-0066,MIC,1000,>,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: with sorbitol,,48,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin A MIC >1000 ug/mL with sorbitol at 2 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-058,PAPU-0066,MIC,1.95,=,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: without sorbitol,,168,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin A MIC 1.95 ug/mL without sorbitol at 7 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-059,PAPU-0066,MIC,1000,>,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: with sorbitol,,168,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin A MIC >1000 ug/mL with sorbitol at 7 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-060,PAPU-0067,MIC,15.6,=,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: without sorbitol,,48,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin B MIC 15.6 ug/mL without sorbitol at 2 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-061,PAPU-0067,MIC,1000,>,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: with sorbitol,,48,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin B MIC >1000 ug/mL with sorbitol at 2 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-062,PAPU-0067,MIC,31.2,=,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: without sorbitol,,168,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin B MIC 31.2 ug/mL without sorbitol at 7 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-063,PAPU-0067,MIC,1000,>,ug/mL,,,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: with sorbitol,,168,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Fusacandin B MIC >1000 ug/mL with sorbitol at 7 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-064,PAPU-0002,MIC,0.97,=,ug/mL,1.078,5.967,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: without sorbitol,,48,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Papulacandin B MIC 0.97 ug/mL without sorbitol at 2 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-065,PAPU-0002,MIC,500,=,ug/mL,555.556,3.255,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: with sorbitol,,48,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Papulacandin B MIC 500 ug/mL with sorbitol at 2 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
ACT-1995-JACKSON-066,PAPU-0002,MIC,0.97,=,ug/mL,1.078,5.967,,Candida albicans,CCH442,,,microtiter broth dilution sorbitol protection assay,microtiter broth dilution assay with osmotic protection condition: without sorbitol,,168,,none,,,,MIC at 2 or 7 days under sorbitol protection condition,high,PAPER-1995-JACKSON,Table 2,Table 2 reports Papulacandin B MIC 0.97 ug/mL without sorbitol at 7 days.,curated,"Sorbitol is an osmotic protecting agent, not serum; use this row as cell-wall target support rather than exposure/serum data."
